TAME ID, Legacy TAME ID, Site Name
F3D8D9797FE758BFE0438DC611AC8552,30361818,TAME Site 30361818 on link A5 northbound between A460 and M6; GPS Ref: 396020;309336; Northbound

Local Date, Local Time, Day Type ID, Total Carriageway Flow, Total Flow vehicles less than 5.2m, Total Flow vehicles 5.21m - 6.6m, Total Flow vehicles 6.61m - 11.6m, Total Flow vehicles above 11.6m, Speed Value, Average Speed in MPH, Cat 1 Speed Count, Cat 2 Speed Count, Cat 3 Speed Count, Cat 4 Speed Count, Cat 5 Speed Count, Cat 6 Speed Count, Cat 7 Speed Count, Cat 8 Speed Count, Cat 9 Speed Count, Cat 10 Speed Count, Cat 11 Speed Count, Cat 12 Speed Count, Cat 13 Speed Count, Cat 14 Speed Count, Cat speed counts included flag, Quality Index, Network Link Id, NTIS Model Version
2018-05-01,10:44:00,1,117,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,15,199020801,8
2018-05-01,10:59:00,1,122,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,15,199020801,8
2018-05-01,11:14:00,1,130,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,15,199020801,8
2018-05-01,11:29:00,1,142,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,15,199020801,8
2018-05-01,11:44:00,1,153,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,15,199020801,8
2018-05-01,11:59:00,1,138,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,15,199020801,8
2018-05-01,12:14:00,1,125,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,15,199020801,8
2018-05-01,12:29:00,1,152,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,15,199020801,8
2018-05-01,12:44:00,1,163,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,15,199020801,8
2018-05-01,12:59:00,1,134,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,15,199020801,8
2018-05-01,13:14:00,1,130,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,15,199020801,8
2018-05-01,13:29:00,1,122,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,15,199020801,8
2018-05-01,13:44:00,1,144,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,15,199020801,8
2018-05-01,13:59:00,1,145,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,15,199020801,8
2018-05-01,14:14:00,1,145,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,15,199020801,8
2018-05-01,14:29:00,1,164,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,15,199020801,8
2018-05-01,14:44:00,1,124,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,15,199020801,8
2018-05-01,14:59:00,1,157,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,15,199020801,8
2018-05-01,15:14:00,1,158,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,15,199020801,8
2018-05-01,15:29:00,1,145,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,15,199020801,8
2018-05-01,15:44:00,1,148,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,15,199020801,8
2018-05-01,15:59:00,1,167,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,15,199020801,8
2018-05-01,16:14:00,1,209,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,15,199020801,8
2018-05-01,16:29:00,1,208,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,15,199020801,8
2018-05-01,16:44:00,1,204,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,15,199020801,8
2018-05-01,16:59:00,1,236,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,15,199020801,8
2018-05-01,17:14:00,1,224,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,15,199020801,8
2018-05-01,17:29:00,1,244,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,15,199020801,8
2018-05-01,17:44:00,1,284,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,15,199020801,8
2018-05-01,17:59:00,1,216,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,15,199020801,8
2018-05-01,18:14:00,1,187,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,15,199020801,8
2018-05-01,18:29:00,1,175,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,15,199020801,8
2018-05-01,18:44:00,1,141,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,15,199020801,8
2018-05-01,18:59:00,1,109,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,15,199020801,8
2018-05-01,19:14:00,1,87,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,15,199020801,8
2018-05-01,19:29:00,1,85,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,15,199020801,8
2018-05-01,19:44:00,1,98,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,15,199020801,8
2018-05-01,19:59:00,1,82,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,15,199020801,8
2018-05-01,20:14:00,1,84,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,15,199020801,8
2018-05-01,20:29:00,1,52,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,15,199020801,8
2018-05-01,20:44:00,1,55,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,15,199020801,8
2018-05-01,20:59:00,1,33,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,15,199020801,8
2018-05-01,21:14:00,1,26,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,15,199020801,8
2018-05-01,21:29:00,1,10,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,15,199020801,8
2018-05-01,21:44:00,1,7,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,15,199020801,8
2018-05-01,21:59:00,1,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,15,199020801,8
2018-05-01,22:14:00,1,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,15,199020801,8
2018-05-01,22:29:00,1,5,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,15,199020801,8
2018-05-01,22:44:00,1,5,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,15,199020801,8
2018-05-01,22:59:00,1,10,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,15,199020801,8
2018-05-01,23:14:00,1,5,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,15,199020801,8
2018-05-01,23:29:00,1,4,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,15,199020801,8
2018-05-01,23:44:00,1,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,15,199020801,8
2018-05-01,23:59:00,1,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,15,199020801,8
2018-05-02,00:14:00,1,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,15,199020801,8
